name,abbr,cod,year,deaths
Croatia,HR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,4085
Croatia,HR,Mental and behavioural disorders (F00-F99),2019.0,1361
Croatia,HR,Diseases of the circulatory system (I00-I99),2019.0,22280
Croatia,HR,Diseases of the respiratory system (J00-J99),2019.0,2333
Croatia,HR,Diseases of the digestive system (K00-K93),2019.0,2203
Croatia,HR,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,12
Croatia,HR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,124
Croatia,HR,Diseases of the genitourinary system (N00-N99),2019.0,1191
Croatia,HR,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,2
Croatia,HR,Certain conditions originating in the perinatal period (P00-P96),2019.0,88
Croatia,HR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,73
Croatia,HR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,418
Italy,IT,Malignant neoplasms (C00-C97),2019.0,169521
Italy,IT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,28943
Italy,IT,Mental and behavioural disorders (F00-F99),2019.0,26066
Italy,IT,Diseases of the circulatory system (I00-I99),2019.0,216088
Italy,IT,Diseases of the respiratory system (J00-J99),2019.0,53657
Italy,IT,Diseases of the digestive system (K00-K93),2019.0,23208
Italy,IT,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,1521
Italy,IT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,3626
Italy,IT,Diseases of the genitourinary system (N00-N99),2019.0,12491
Italy,IT,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,12
Italy,IT,Certain conditions originating in the perinatal period (P00-P96),2019.0,678
Italy,IT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,1273
Italy,IT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,21705
Cyprus,CY,Malignant neoplasms (C00-C97),2019.0,1435
Cyprus,CY,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,461
Cyprus,CY,Mental and behavioural disorders (F00-F99),2019.0,265
Cyprus,CY,Diseases of the circulatory system (I00-I99),2019.0,1745
Cyprus,CY,Diseases of the respiratory system (J00-J99),2019.0,657
Cyprus,CY,Diseases of the digestive system (K00-K93),2019.0,239
Cyprus,CY,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,40
Cyprus,CY,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,44
Cyprus,CY,Diseases of the genitourinary system (N00-N99),2019.0,226
Cyprus,CY,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,0
Cyprus,CY,Certain conditions originating in the perinatal period (P00-P96),2019.0,20
Cyprus,CY,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,25
Cyprus,CY,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,288
Latvia,LV,Malignant neoplasms (C00-C97),2019.0,5927
Latvia,LV,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,699
Latvia,LV,Mental and behavioural disorders (F00-F99),2019.0,578
Latvia,LV,Diseases of the circulatory system (I00-I99),2019.0,15022
Latvia,LV,Diseases of the respiratory system (J00-J99),2019.0,781
Latvia,LV,Diseases of the digestive system (K00-K93),2019.0,1005
Latvia,LV,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,66
Latvia,LV,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,122
Latvia,LV,Diseases of the genitourinary system (N00-N99),2019.0,454
Latvia,LV,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,5
Latvia,LV,Certain conditions originating in the perinatal period (P00-P96),2019.0,38
Latvia,LV,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,35
Latvia,LV,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,365
Lithuania,LT,Malignant neoplasms (C00-C97),2019.0,7987
Lithuania,LT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,635
Lithuania,LT,Mental and behavioural disorders (F00-F99),2019.0,297
Lithuania,LT,Diseases of the circulatory system (I00-I99),2019.0,20851
Lithuania,LT,Diseases of the respiratory system (J00-J99),2019.0,1202
Lithuania,LT,Diseases of the digestive system (K00-K93),2019.0,1914
Lithuania,LT,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,44
Lithuania,LT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,134
Lithuania,LT,Diseases of the genitourinary system (N00-N99),2019.0,296
Lithuania,LT,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,3
Lithuania,LT,Certain conditions originating in the perinatal period (P00-P96),2019.0,41
Lithuania,LT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,54
Lithuania,LT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,319
Luxembourg,LU,Malignant neoplasms (C00-C97),2019.0,1104
Luxembourg,LU,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,132
Luxembourg,LU,Mental and behavioural disorders (F00-F99),2019.0,256
Luxembourg,LU,Diseases of the circulatory system (I00-I99),2019.0,1137
Luxembourg,LU,Diseases of the respiratory system (J00-J99),2019.0,387
Luxembourg,LU,Diseases of the digestive system (K00-K93),2019.0,190
Luxembourg,LU,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,11
Luxembourg,LU,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,22
Luxembourg,LU,Diseases of the genitourinary system (N00-N99),2019.0,83
Luxembourg,LU,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,0
Luxembourg,LU,Certain conditions originating in the perinatal period (P00-P96),2019.0,17
Luxembourg,LU,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,7
Luxembourg,LU,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,176
Hungary,HU,Malignant neoplasms (C00-C97),2019.0,32012
Hungary,HU,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,3532
Hungary,HU,Mental and behavioural disorders (F00-F99),2019.0,4492
Hungary,HU,Diseases of the circulatory system (I00-I99),2019.0,63609
Hungary,HU,Diseases of the respiratory system (J00-J99),2019.0,8315
Hungary,HU,Diseases of the digestive system (K00-K93),2019.0,6354
Hungary,HU,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,136
Hungary,HU,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,455
Hungary,HU,Diseases of the genitourinary system (N00-N99),2019.0,881
Hungary,HU,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,10
Hungary,HU,Certain conditions originating in the perinatal period (P00-P96),2019.0,191
Hungary,HU,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,264
Hungary,HU,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,329
Malta,MT,Malignant neoplasms (C00-C97),2019.0,949
Malta,MT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,224
Malta,MT,Mental and behavioural disorders (F00-F99),2019.0,234
Malta,MT,Diseases of the circulatory system (I00-I99),2019.0,1262
Malta,MT,Diseases of the respiratory system (J00-J99),2019.0,461
Malta,MT,Diseases of the digestive system (K00-K93),2019.0,115
Malta,MT,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,12
Malta,MT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,13
Malta,MT,Diseases of the genitourinary system (N00-N99),2019.0,92
Malta,MT,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,0
Malta,MT,Certain conditions originating in the perinatal period (P00-P96),2019.0,18
Malta,MT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,19
Malta,MT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,23
Netherlands,NL,Malignant neoplasms (C00-C97),2019.0,45282
Netherlands,NL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,3564
Netherlands,NL,Mental and behavioural disorders (F00-F99),2019.0,12782
Netherlands,NL,Diseases of the circulatory system (I00-I99),2019.0,37832
Netherlands,NL,Diseases of the respiratory system (J00-J99),2019.0,12657
Netherlands,NL,Diseases of the digestive system (K00-K93),2019.0,4708
Netherlands,NL,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,322
Netherlands,NL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,1095
Netherlands,NL,Diseases of the genitourinary system (N00-N99),2019.0,3353
Netherlands,NL,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,9
Netherlands,NL,Certain conditions originating in the perinatal period (P00-P96),2019.0,388
Netherlands,NL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,516
Netherlands,NL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,4987
Austria,AT,Malignant neoplasms (C00-C97),2019.0,20748
Austria,AT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,3607
Austria,AT,Mental and behavioural disorders (F00-F99),2019.0,3351
Austria,AT,Diseases of the circulatory system (I00-I99),2019.0,32612
Austria,AT,Diseases of the respiratory system (J00-J99),2019.0,5347
Austria,AT,Diseases of the digestive system (K00-K93),2019.0,3076
Austria,AT,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,94
Austria,AT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,369
Austria,AT,Diseases of the genitourinary system (N00-N99),2019.0,1866
Austria,AT,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,5
Austria,AT,Certain conditions originating in the perinatal period (P00-P96),2019.0,154
Austria,AT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,266
Austria,AT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,1063
Poland,PL,Malignant neoplasms (C00-C97),2019.0,100374
Poland,PL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,10024
Poland,PL,Mental and behavioural disorders (F00-F99),2019.0,3810
Poland,PL,Diseases of the circulatory system (I00-I99),2019.0,161905
Poland,PL,Diseases of the respiratory system (J00-J99),2019.0,27259
Poland,PL,Diseases of the digestive system (K00-K93),2019.0,17635
Poland,PL,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,494
Poland,PL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,573
Poland,PL,Diseases of the genitourinary system (N00-N99),2019.0,4531
Poland,PL,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,4
Poland,PL,Certain conditions originating in the perinatal period (P00-P96),2019.0,751
Poland,PL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,788
Poland,PL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,45336
Portugal,PT,Malignant neoplasms (C00-C97),2019.0,28544
Portugal,PT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,4956
Portugal,PT,Mental and behavioural disorders (F00-F99),2019.0,5676
Portugal,PT,Diseases of the circulatory system (I00-I99),2019.0,32586
Portugal,PT,Diseases of the respiratory system (J00-J99),2019.0,12243
Portugal,PT,Diseases of the digestive system (K00-K93),2019.0,4847
Portugal,PT,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,427
Portugal,PT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,554
Portugal,PT,Diseases of the genitourinary system (N00-N99),2019.0,3131
Portugal,PT,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,12
Portugal,PT,Certain conditions originating in the perinatal period (P00-P96),2019.0,144
Portugal,PT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,240
Portugal,PT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,6694
Romania,RO,Malignant neoplasms (C00-C97),2019.0,49932
Romania,RO,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,3101
Romania,RO,Mental and behavioural disorders (F00-F99),2019.0,347
Romania,RO,Diseases of the circulatory system (I00-I99),2019.0,145342
Romania,RO,Diseases of the respiratory system (J00-J99),2019.0,17765
Romania,RO,Diseases of the digestive system (K00-K93),2019.0,15706
Romania,RO,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,89
Romania,RO,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,51
Romania,RO,Diseases of the genitourinary system (N00-N99),2019.0,4538
Romania,RO,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,20
Romania,RO,Certain conditions originating in the perinatal period (P00-P96),2019.0,455
Romania,RO,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,313
Romania,RO,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,934
Slovenia,SI,Malignant neoplasms (C00-C97),2019.0,6271
Slovenia,SI,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,449
Slovenia,SI,Mental and behavioural disorders (F00-F99),2019.0,501
Slovenia,SI,Diseases of the circulatory system (I00-I99),2019.0,7951
Slovenia,SI,Diseases of the respiratory system (J00-J99),2019.0,1080
Slovenia,SI,Diseases of the digestive system (K00-K93),2019.0,907
Slovenia,SI,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,5
Slovenia,SI,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,96
Slovenia,SI,Diseases of the genitourinary system (N00-N99),2019.0,194
Slovenia,SI,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,0
Slovenia,SI,Certain conditions originating in the perinatal period (P00-P96),2019.0,23
Slovenia,SI,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,48
Slovenia,SI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,4
Slovakia,SK,Malignant neoplasms (C00-C97),2019.0,13571
Slovakia,SK,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,853
Slovakia,SK,Mental and behavioural disorders (F00-F99),2019.0,811
Slovakia,SK,Diseases of the circulatory system (I00-I99),2019.0,22767
Slovakia,SK,Diseases of the respiratory system (J00-J99),2019.0,3263
Slovakia,SK,Diseases of the digestive system (K00-K93),2019.0,3119
Slovakia,SK,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,221
Slovakia,SK,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,64
Slovakia,SK,Diseases of the genitourinary system (N00-N99),2019.0,871
Slovakia,SK,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,0
Slovakia,SK,Certain conditions originating in the perinatal period (P00-P96),2019.0,132
Slovakia,SK,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,173
Slovakia,SK,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,1342
Finland,FI,Malignant neoplasms (C00-C97),2019.0,12905
Finland,FI,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,804
Finland,FI,Mental and behavioural disorders (F00-F99),2019.0,2625
Finland,FI,Diseases of the circulatory system (I00-I99),2019.0,18337
Finland,FI,Diseases of the respiratory system (J00-J99),2019.0,1970
Finland,FI,Diseases of the digestive system (K00-K93),2019.0,2357
Finland,FI,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,23
Finland,FI,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,200
Finland,FI,Diseases of the genitourinary system (N00-N99),2019.0,198
Finland,FI,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,5
Finland,FI,Certain conditions originating in the perinatal period (P00-P96),2019.0,36
Finland,FI,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,170
Finland,FI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,222
Sweden,SE,Malignant neoplasms (C00-C97),2019.0,22515
Sweden,SE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,2748
Sweden,SE,Mental and behavioural disorders (F00-F99),2019.0,6523
Sweden,SE,Diseases of the circulatory system (I00-I99),2019.0,28388
Sweden,SE,Diseases of the respiratory system (J00-J99),2019.0,6178
Sweden,SE,Diseases of the digestive system (K00-K93),2019.0,2938
Sweden,SE,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,202
Sweden,SE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,457
Sweden,SE,Diseases of the genitourinary system (N00-N99),2019.0,1367
Sweden,SE,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,4
Sweden,SE,Certain conditions originating in the perinatal period (P00-P96),2019.0,131
Sweden,SE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,263
Sweden,SE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,2482
Iceland,IS,Malignant neoplasms (C00-C97),2019.0,632
Iceland,IS,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,43
Iceland,IS,Mental and behavioural disorders (F00-F99),2019.0,104
Iceland,IS,Diseases of the circulatory system (I00-I99),2019.0,684
Iceland,IS,Diseases of the respiratory system (J00-J99),2019.0,168
Iceland,IS,Diseases of the digestive system (K00-K93),2019.0,72
Iceland,IS,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,2
Iceland,IS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,12
Iceland,IS,Diseases of the genitourinary system (N00-N99),2019.0,34
Iceland,IS,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,0
Iceland,IS,Certain conditions originating in the perinatal period (P00-P96),2019.0,4
Iceland,IS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,10
Iceland,IS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,10
Norway,NO,Malignant neoplasms (C00-C97),2019.0,10856
Norway,NO,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,1026
Norway,NO,Mental and behavioural disorders (F00-F99),2019.0,3108
Norway,NO,Diseases of the circulatory system (I00-I99),2019.0,9755
Norway,NO,Diseases of the respiratory system (J00-J99),2019.0,4382
Norway,NO,Diseases of the digestive system (K00-K93),2019.0,1293
Norway,NO,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,105
Norway,NO,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,274
Norway,NO,Diseases of the genitourinary system (N00-N99),2019.0,858
Norway,NO,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,0
Norway,NO,Certain conditions originating in the perinatal period (P00-P96),2019.0,51
Norway,NO,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,128
Norway,NO,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,1896
Switzerland,CH,Malignant neoplasms (C00-C97),2019.0,17506
Switzerland,CH,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,1770
Switzerland,CH,Mental and behavioural disorders (F00-F99),2019.0,5840
Switzerland,CH,Diseases of the circulatory system (I00-I99),2019.0,20185
Switzerland,CH,Diseases of the respiratory system (J00-J99),2019.0,4607
Switzerland,CH,Diseases of the digestive system (K00-K93),2019.0,2655
Switzerland,CH,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,121
Switzerland,CH,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,691
Switzerland,CH,Diseases of the genitourinary system (N00-N99),2019.0,1260
Switzerland,CH,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,7
Switzerland,CH,Certain conditions originating in the perinatal period (P00-P96),2019.0,181
Switzerland,CH,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,262
Switzerland,CH,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,3861
Serbia,RS,Malignant neoplasms (C00-C97),2019.0,21340
Serbia,RS,"Endocrine, nutritional and metabolic diseases (E00-E90)",2019.0,3196
Serbia,RS,Mental and behavioural disorders (F00-F99),2019.0,1448
Serbia,RS,Diseases of the circulatory system (I00-I99),2019.0,52327
Serbia,RS,Diseases of the respiratory system (J00-J99),2019.0,5504
Serbia,RS,Diseases of the digestive system (K00-K93),2019.0,3154
Serbia,RS,Diseases of the skin and subcutaneous tissue (L00-L99),2019.0,129
Serbia,RS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019.0,164
Serbia,RS,Diseases of the genitourinary system (N00-N99),2019.0,2310
Serbia,RS,"Pregnancy, childbirth and the puerperium (O00-O99)",2019.0,4
Serbia,RS,Certain conditions originating in the perinatal period (P00-P96),2019.0,201
Serbia,RS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019.0,114
Serbia,RS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2019.0,4117
Belgium,BE,Malignant neoplasms (C00-C97),2020.0,26252
Belgium,BE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2020.0,2758
Belgium,BE,Mental and behavioural disorders (F00-F99),2020.0,5499
Belgium,BE,Diseases of the circulatory system (I00-I99),2020.0,26512
Belgium,BE,Diseases of the respiratory system (J00-J99),2020.0,10465
Belgium,BE,Diseases of the digestive system (K00-K93),2020.0,4881
Belgium,BE,Diseases of the skin and subcutaneous tissue (L00-L99),2020.0,348
Belgium,BE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2020.0,650
Belgium,BE,Diseases of the genitourinary system (N00-N99),2020.0,3141
Belgium,BE,"Pregnancy, childbirth and the puerperium (O00-O99)",2020.0,3
Belgium,BE,Certain conditions originating in the perinatal period (P00-P96),2020.0,196
Belgium,BE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020.0,237
Belgium,BE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2020.0,7207
Bulgaria,BG,Malignant neoplasms (C00-C97),2020.0,18408
Bulgaria,BG,"Endocrine, nutritional and metabolic diseases (E00-E90)",2020.0,1810
Bulgaria,BG,Mental and behavioural disorders (F00-F99),2020.0,133
Bulgaria,BG,Diseases of the circulatory system (I00-I99),2020.0,74691
Bulgaria,BG,Diseases of the respiratory system (J00-J99),2020.0,6008
Bulgaria,BG,Diseases of the digestive system (K00-K93),2020.0,4162
Bulgaria,BG,Diseases of the skin and subcutaneous tissue (L00-L99),2020.0,56
Bulgaria,BG,Diseases of the musculoskeletal system and connective tissue (M00-M99),2020.0,37
Bulgaria,BG,Diseases of the genitourinary system (N00-N99),2020.0,1796
Bulgaria,BG,"Pregnancy, childbirth and the puerperium (O00-O99)",2020.0,4
Bulgaria,BG,Certain conditions originating in the perinatal period (P00-P96),2020.0,138
Bulgaria,BG,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020.0,94
Bulgaria,BG,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2020.0,3105
Czechia,CZ,Malignant neoplasms (C00-C97),2020.0,28137
Czechia,CZ,"Endocrine, nutritional and metabolic diseases (E00-E90)",2020.0,5927
Czechia,CZ,Mental and behavioural disorders (F00-F99),2020.0,2033
Czechia,CZ,Diseases of the circulatory system (I00-I99),2020.0,50576
Czechia,CZ,Diseases of the respiratory system (J00-J99),2020.0,8339
Czechia,CZ,Diseases of the digestive system (K00-K93),2020.0,5146
Czechia,CZ,Diseases of the skin and subcutaneous tissue (L00-L99),2020.0,213
Czechia,CZ,Diseases of the musculoskeletal system and connective tissue (M00-M99),2020.0,264
Czechia,CZ,Diseases of the genitourinary system (N00-N99),2020.0,1889
Czechia,CZ,"Pregnancy, childbirth and the puerperium (O00-O99)",2020.0,3
Czechia,CZ,Certain conditions originating in the perinatal period (P00-P96),2020.0,138
Czechia,CZ,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020.0,154
Czechia,CZ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2020.0,3374
Denmark,DK,Malignant neoplasms (C00-C97),2020.0,15787
Denmark,DK,"Endocrine, nutritional and metabolic diseases (E00-E90)",2020.0,1735
Denmark,DK,Mental and behavioural disorders (F00-F99),2020.0,3463
Denmark,DK,Diseases of the circulatory system (I00-I99),2020.0,11446
Denmark,DK,Diseases of the respiratory system (J00-J99),2020.0,5661
Denmark,DK,Diseases of the digestive system (K00-K93),2020.0,2270
Denmark,DK,Diseases of the skin and subcutaneous tissue (L00-L99),2020.0,54
Denmark,DK,Diseases of the musculoskeletal system and connective tissue (M00-M99),2020.0,331
Denmark,DK,Diseases of the genitourinary system (N00-N99),2020.0,943
Denmark,DK,"Pregnancy, childbirth and the puerperium (O00-O99)",2020.0,0
Denmark,DK,Certain conditions originating in the perinatal period (P00-P96),2020.0,74
Denmark,DK,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020.0,146
Denmark,DK,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2020.0,4716
Germany,DE,Malignant neoplasms (C00-C97),2020.0,231664
Germany,DE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2020.0,36677
Germany,DE,Mental and behavioural disorders (F00-F99),2020.0,59657
Germany,DE,Diseases of the circulatory system (I00-I99),2020.0,338566
Germany,DE,Diseases of the respiratory system (J00-J99),2020.0,61426
Germany,DE,Diseases of the digestive system (K00-K93),2020.0,42614
Germany,DE,Diseases of the skin and subcutaneous tissue (L00-L99),2020.0,1723
Germany,DE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2020.0,5721
Germany,DE,Diseases of the genitourinary system (N00-N99),2020.0,25404
Germany,DE,"Pregnancy, childbirth and the puerperium (O00-O99)",2020.0,28
Germany,DE,Certain conditions originating in the perinatal period (P00-P96),2020.0,1351
Germany,DE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020.0,2036
Germany,DE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2020.0,35804
Estonia,EE,Malignant neoplasms (C00-C97),2020.0,3651
Estonia,EE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2020.0,387
Estonia,EE,Mental and behavioural disorders (F00-F99),2020.0,185
Estonia,EE,Diseases of the circulatory system (I00-I99),2020.0,7719
Estonia,EE,Diseases of the respiratory system (J00-J99),2020.0,514
Estonia,EE,Diseases of the digestive system (K00-K93),2020.0,766
Estonia,EE,Diseases of the skin and subcutaneous tissue (L00-L99),2020.0,27
Estonia,EE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2020.0,63
Estonia,EE,Diseases of the genitourinary system (N00-N99),2020.0,191
Estonia,EE,"Pregnancy, childbirth and the puerperium (O00-O99)",2020.0,1
Estonia,EE,Certain conditions originating in the perinatal period (P00-P96),2020.0,12
Estonia,EE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020.0,21
Estonia,EE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2020.0,238
Ireland,IE,Malignant neoplasms (C00-C97),2020.0,9648
Ireland,IE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2020.0,906
Ireland,IE,Mental and behavioural disorders (F00-F99),2020.0,1791
Ireland,IE,Diseases of the circulatory system (I00-I99),2020.0,8835
Ireland,IE,Diseases of the respiratory system (J00-J99),2020.0,3271
Ireland,IE,Diseases of the digestive system (K00-K93),2020.0,1134
Ireland,IE,Diseases of the skin and subcutaneous tissue (L00-L99),2020.0,58
