name,abbr,year,source,filter,value_type,value
Greece,EL,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,44340.0
Greece,EL,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,13165.0
Greece,EL,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,3701.0
Greece,EL,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,138.0
Greece,EL,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,521.0
Greece,EL,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,4480.0
Greece,EL,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,3.0
Greece,EL,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,149.0
Greece,EL,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,187.0
Greece,EL,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,8626.0
Spain,ES,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,110653.0
Spain,ES,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,15924.0
Spain,ES,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,22744.0
Spain,ES,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,121341.0
Spain,ES,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,43024.0
Spain,ES,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,23266.0
Spain,ES,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,2043.0
Spain,ES,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,5549.0
Spain,ES,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,18019.0
Spain,ES,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,11.0
Spain,ES,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,513.0
Spain,ES,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,862.0
Spain,ES,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,10030.0
France,FR,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,164596.0
France,FR,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,25555.0
France,FR,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,25616.0
France,FR,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,140718.0
France,FR,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,45151.0
France,FR,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,27272.0
France,FR,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,1897.0
France,FR,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,4705.0
France,FR,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,13486.0
France,FR,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,50.0
France,FR,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,1461.0
France,FR,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,1684.0
France,FR,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,75774.0
Croatia,HR,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,13084.0
Croatia,HR,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,4541.0
Croatia,HR,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,1893.0
Croatia,HR,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,22567.0
Croatia,HR,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,2664.0
Croatia,HR,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,2155.0
Croatia,HR,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,32.0
Croatia,HR,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,85.0
Croatia,HR,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,1586.0
Croatia,HR,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,2.0
Croatia,HR,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,81.0
Croatia,HR,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,85.0
Croatia,HR,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,325.0
Italy,IT,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,164937.0
Italy,IT,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,33810.0
Italy,IT,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,28017.0
Italy,IT,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,222717.0
Italy,IT,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,50686.0
Italy,IT,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,24209.0
Italy,IT,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,1687.0
Italy,IT,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,4025.0
Italy,IT,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,16710.0
Italy,IT,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,14.0
Italy,IT,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,676.0
Italy,IT,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,1309.0
Italy,IT,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,30258.0
Cyprus,CY,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,1496.0
Cyprus,CY,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,639.0
Cyprus,CY,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,356.0
Cyprus,CY,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,1828.0
Cyprus,CY,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,591.0
Cyprus,CY,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,239.0
Cyprus,CY,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,54.0
Cyprus,CY,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,48.0
Cyprus,CY,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,253.0
Cyprus,CY,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,1.0
Cyprus,CY,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,27.0
Cyprus,CY,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,22.0
Cyprus,CY,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,180.0
Latvia,LV,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,5678.0
Latvia,LV,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,671.0
Latvia,LV,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,587.0
Latvia,LV,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,15863.0
Latvia,LV,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,891.0
Latvia,LV,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,1200.0
Latvia,LV,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,82.0
Latvia,LV,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,83.0
Latvia,LV,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,532.0
Latvia,LV,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,5.0
Latvia,LV,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,20.0
Latvia,LV,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,29.0
Latvia,LV,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,595.0
Lithuania,LT,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,7886.0
Lithuania,LT,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,696.0
Lithuania,LT,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,474.0
Lithuania,LT,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,22592.0
Lithuania,LT,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,1162.0
Lithuania,LT,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,2225.0
Lithuania,LT,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,43.0
Lithuania,LT,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,99.0
Lithuania,LT,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,316.0
Lithuania,LT,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,0.0
Lithuania,LT,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,26.0
Lithuania,LT,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,52.0
Lithuania,LT,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,297.0
Luxembourg,LU,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,1039.0
Luxembourg,LU,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,140.0
Luxembourg,LU,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,279.0
Luxembourg,LU,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,1104.0
Luxembourg,LU,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,303.0
Luxembourg,LU,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,193.0
Luxembourg,LU,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,10.0
Luxembourg,LU,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,24.0
Luxembourg,LU,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,90.0
Luxembourg,LU,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,0.0
Luxembourg,LU,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,9.0
Luxembourg,LU,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,8.0
Luxembourg,LU,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,179.0
Hungary,HU,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,30456.0
Hungary,HU,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,4182.0
Hungary,HU,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,4398.0
Hungary,HU,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,63792.0
Hungary,HU,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,6872.0
Hungary,HU,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,6755.0
Hungary,HU,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,181.0
Hungary,HU,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,478.0
Hungary,HU,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,1273.0
Hungary,HU,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,7.0
Hungary,HU,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,190.0
Hungary,HU,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,259.0
Hungary,HU,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,393.0
Malta,MT,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,1027.0
Malta,MT,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,196.0
Malta,MT,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,343.0
Malta,MT,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,1232.0
Malta,MT,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,523.0
Malta,MT,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,134.0
Malta,MT,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,21.0
Malta,MT,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,17.0
Malta,MT,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,134.0
Malta,MT,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,0.0
Malta,MT,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,13.0
Malta,MT,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,14.0
Malta,MT,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,28.0
Netherlands,NL,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,45790.0
Netherlands,NL,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,3967.0
Netherlands,NL,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,13090.0
Netherlands,NL,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,37744.0
Netherlands,NL,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,12993.0
Netherlands,NL,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,5289.0
Netherlands,NL,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,395.0
Netherlands,NL,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,1310.0
Netherlands,NL,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,3837.0
Netherlands,NL,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,5.0
Netherlands,NL,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,333.0
Netherlands,NL,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,461.0
Netherlands,NL,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,9986.0
Austria,AT,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,21354.0
Austria,AT,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,4850.0
Austria,AT,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,3800.0
Austria,AT,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,32386.0
Austria,AT,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,4873.0
Austria,AT,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,3267.0
Austria,AT,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,80.0
Austria,AT,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,344.0
Austria,AT,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,1843.0
Austria,AT,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,3.0
Austria,AT,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,111.0
Austria,AT,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,275.0
Austria,AT,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,1612.0
Poland,PL,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,96162.0
Poland,PL,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,11733.0
Poland,PL,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,5968.0
Poland,PL,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,161512.0
Poland,PL,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,30115.0
Poland,PL,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,20578.0
Poland,PL,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,693.0
Poland,PL,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,492.0
Poland,PL,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,6566.0
Poland,PL,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,6.0
Poland,PL,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,592.0
Poland,PL,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,798.0
Poland,PL,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,42545.0
Portugal,PT,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,27933.0
Portugal,PT,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,5561.0
Portugal,PT,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,6694.0
Portugal,PT,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,31998.0
Portugal,PT,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,12150.0
Portugal,PT,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,5377.0
Portugal,PT,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,533.0
Portugal,PT,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,464.0
Portugal,PT,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,4471.0
Portugal,PT,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,15.0
Portugal,PT,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,121.0
Portugal,PT,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,202.0
Portugal,PT,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,7653.0
Romania,RO,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,45444.0
Romania,RO,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,3826.0
Romania,RO,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,408.0
Romania,RO,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,150745.0
Romania,RO,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,20162.0
Romania,RO,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,15367.0
Romania,RO,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,97.0
Romania,RO,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,41.0
Romania,RO,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,3978.0
Romania,RO,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,22.0
Romania,RO,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,355.0
Romania,RO,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,329.0
Romania,RO,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,921.0
Slovenia,SI,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,6388.0
Slovenia,SI,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,355.0
Slovenia,SI,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,428.0
Slovenia,SI,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,7185.0
Slovenia,SI,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,700.0
Slovenia,SI,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,810.0
Slovenia,SI,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,5.0
Slovenia,SI,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,79.0
Slovenia,SI,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,112.0
Slovenia,SI,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,0.0
Slovenia,SI,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,27.0
Slovenia,SI,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,41.0
Slovenia,SI,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,13.0
Slovakia,SK,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,12878.0
Slovakia,SK,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,931.0
Slovakia,SK,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,437.0
Slovakia,SK,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,25292.0
Slovakia,SK,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,5384.0
Slovakia,SK,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,3515.0
Slovakia,SK,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,210.0
Slovakia,SK,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,44.0
Slovakia,SK,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,1223.0
Slovakia,SK,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,2.0
Slovakia,SK,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,121.0
Slovakia,SK,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,133.0
Slovakia,SK,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,745.0
Finland,FI,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,13085.0
Finland,FI,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,984.0
Finland,FI,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,3351.0
Finland,FI,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,19595.0
Finland,FI,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,1940.0
Finland,FI,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,2514.0
Finland,FI,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,27.0
Finland,FI,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,259.0
Finland,FI,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,179.0
Finland,FI,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,4.0
Finland,FI,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,44.0
Finland,FI,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,195.0
Finland,FI,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,626.0
Sweden,SE,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,22514.0
Sweden,SE,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,3258.0
Sweden,SE,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,6158.0
Sweden,SE,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,28469.0
Sweden,SE,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,6201.0
Sweden,SE,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,3235.0
Sweden,SE,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,250.0
Sweden,SE,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,516.0
Sweden,SE,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,1774.0
Sweden,SE,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,5.0
Sweden,SE,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,132.0
Sweden,SE,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,277.0
Sweden,SE,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,2445.0
Iceland,IS,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,673.0
Iceland,IS,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,50.0
Iceland,IS,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,109.0
Iceland,IS,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,707.0
Iceland,IS,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,241.0
Iceland,IS,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,69.0
Iceland,IS,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,11.0
Iceland,IS,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,10.0
Iceland,IS,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,58.0
Iceland,IS,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,1.0
Iceland,IS,2022.0,cause_of_death,Certain conditions originating in the perinatal period (P00-P96),value,4.0
Iceland,IS,2022.0,cause_of_death,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",value,6.0
Iceland,IS,2022.0,cause_of_death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",value,9.0
Norway,NO,2022.0,cause_of_death,Malignant neoplasms (C00-C97),value,11309.0
Norway,NO,2022.0,cause_of_death,"Endocrine, nutritional and metabolic diseases (E00-E90)",value,1373.0
Norway,NO,2022.0,cause_of_death,Mental and behavioural disorders (F00-F99),value,3353.0
Norway,NO,2022.0,cause_of_death,Diseases of the circulatory system (I00-I99),value,10510.0
Norway,NO,2022.0,cause_of_death,Diseases of the respiratory system (J00-J99),value,4399.0
Norway,NO,2022.0,cause_of_death,Diseases of the digestive system (K00-K93),value,1415.0
Norway,NO,2022.0,cause_of_death,Diseases of the skin and subcutaneous tissue (L00-L99),value,132.0
Norway,NO,2022.0,cause_of_death,Diseases of the musculoskeletal system and connective tissue (M00-M99),value,291.0
Norway,NO,2022.0,cause_of_death,Diseases of the genitourinary system (N00-N99),value,998.0
Norway,NO,2022.0,cause_of_death,"Pregnancy, childbirth and the puerperium (O00-O99)",value,1.0
